user_id,total_videos,avg_affinity_score,avg_rating,like_rate,avg_sentiment
0,18.0,0.6327777777777777,0.6111111111111112,0.6111111111111112,0.5333333333333334
1,31.0,0.6590233719112637,0.6708315265933744,0.7096774193548387,0.5797133600360388
2,29.0,0.566871535673368,0.5185851148142703,0.5172413793103449,0.6126163867110802
3,42.0,0.6378029241218162,0.6811633925382261,0.6190476190476191,0.5952741658169832
4,38.0,0.6831325744699164,0.7041972932050791,0.7894736842105263,0.5907219321972863
5,33.0,0.6390237624239238,0.693472351852098,0.6363636363636364,0.5504234771463464
6,30.0,0.5822880660352219,0.5454885170090175,0.5666666666666667,0.5573750684360097
7,44.0,0.6310133321073926,0.6209648375679852,0.7045454545454546,0.585008568417952
8,33.0,0.632874756852612,0.6561809437455282,0.6666666666666666,0.6009902889322928
9,33.0,0.6829815970213162,0.6884399171371871,0.8181818181818182,0.5922710738311253
10,44.0,0.6179186703085677,0.6080761142987611,0.6136363636363636,0.6084465537306082
11,44.0,0.6382190267180076,0.6056324859315371,0.7045454545454546,0.6071036439765577
12,37.0,0.6104958553606328,0.6456517337881378,0.5675675675675675,0.5857796174532336
13,33.0,0.6527596518757124,0.6985136689560663,0.696969696969697,0.584958445340123
14,34.0,0.5984849287493785,0.6441867947360538,0.5294117647058824,0.5789502060294386
15,41.0,0.6213954333302913,0.6121301918724831,0.6829268292682927,0.619103785919815
16,48.0,0.6110382384507841,0.5773832051017024,0.7083333333333334,0.5738212839622506
17,36.0,0.6307773531707114,0.6280247950481677,0.6944444444444444,0.5651407625959648
18,42.0,0.6352971298305656,0.6466638566719948,0.6904761904761905,0.6089308576802943
19,37.0,0.6212358513089491,0.714943960048745,0.5945945945945946,0.5388312825230349
20,47.0,0.596571800548469,0.5768507131734051,0.6595744680851063,0.5857406376084803
21,33.0,0.6280852026292135,0.6136867656965221,0.6666666666666666,0.5829476338728188
22,39.0,0.6134219865797701,0.6308617096706575,0.6153846153846154,0.5906305792891521
23,39.0,0.6755458705384965,0.6545426554903935,0.7948717948717948,0.6181958420875163
24,46.0,0.6319241965599192,0.6557673286308987,0.6739130434782609,0.5983340016999287
25,47.0,0.6267307662560635,0.6272565234413338,0.6382978723404256,0.5953829194917021
26,43.0,0.6291186263560099,0.6874490504990922,0.6511627906976745,0.5708919287914778
27,32.0,0.6655286769877746,0.7198714823332225,0.6875,0.5817588234613966
28,36.0,0.7071327231813294,0.7954234760258061,0.7777777777777778,0.5992603454124121
29,45.0,0.5895913144172,0.5560175693662968,0.6444444444444445,0.5743345281661324
30,35.0,0.600040540425031,0.5879716154342999,0.6,0.581847563878865
31,47.0,0.5583365064871602,0.4499554522631033,0.6382978723404256,0.6029606592798581
32,37.0,0.6367021053610987,0.6479317214374587,0.6756756756756757,0.5933038916005575
33,37.0,0.6438413403548345,0.7030269882662508,0.6756756756756757,0.6107622231151776
34,43.0,0.5740496619052154,0.5434996449910541,0.5813953488372093,0.6095025338033534
35,40.0,0.6579169794830648,0.6796981443196597,0.7,0.5870586966170807
36,36.0,0.6710194086489927,0.7142491391239156,0.7222222222222222,0.5985824595115679
37,39.0,0.6172685201488357,0.6233248516177381,0.717948717948718,0.5410515360625414
38,46.0,0.5998255975947115,0.6298219155928338,0.5217391304347826,0.6487314232589783
39,43.0,0.6343893713527831,0.6756848097064772,0.6511627906976745,0.5858589605886656
40,46.0,0.6139216786607445,0.6000614154398767,0.6521739130434783,0.5937169332390895
41,47.0,0.6329576640824177,0.6635617187455979,0.6382978723404256,0.6239967595846104
42,46.0,0.6369657878248728,0.6419623785676067,0.717391304347826,0.5954935604341689
43,44.0,0.6327310680621414,0.681112668825864,0.6136363636363636,0.589623049431524
44,42.0,0.6169082191985892,0.6432131583886663,0.5952380952380952,0.6327058547329804
45,42.0,0.5899852035050743,0.5981059300736765,0.5476190476190477,0.5930135921230176
46,45.0,0.6501693376546334,0.7040699560651927,0.6888888888888889,0.5849674643358956
47,45.0,0.6293112683881223,0.6754443874583136,0.6222222222222222,0.6078451315732513
48,30.0,0.659464005844463,0.7396824926000377,0.6333333333333333,0.6200374162537765
49,46.0,0.6242188742883006,0.5955670724237611,0.6956521739130435,0.5743962974705632
50,46.0,0.5652341010726413,0.6060255214155424,0.43478260869565216,0.5990726649900521
51,49.0,0.6528821545729726,0.6346463068847943,0.6938775510204082,0.6472054254270967
52,42.0,0.6297319203075333,0.6607060090756199,0.6666666666666666,0.6153431998485842
53,40.0,0.6022687886865987,0.5738708774046077,0.65,0.5987435132362433
54,39.0,0.628468303227398,0.6233236239296419,0.6923076923076923,0.5967752020183122
55,43.0,0.5954110944164015,0.5270383151766104,0.6744186046511628,0.6259665692762453
56,43.0,0.6235027553878482,0.6459022065887643,0.6976744186046512,0.5702166152020752
57,37.0,0.582920018335946,0.6055447798833744,0.5135135135135135,0.6303817041375043
58,37.0,0.6246742541539962,0.6675789784648503,0.5945945945945946,0.5677327126892779
59,37.0,0.5959402051818168,0.5624698520531015,0.6486486486486487,0.5883919803363193
60,60.0,0.610886435712328,0.6618931280671368,0.5666666666666667,0.5852107771381834
61,47.0,0.5778311152020276,0.5104995750682298,0.5957446808510638,0.6083571638471359
62,50.0,0.6975229595215705,0.7820062277895081,0.76,0.5929834540879253
63,33.0,0.682155578959278,0.7612791933124655,0.7272727272727273,0.6028094892609481
64,40.0,0.6365999536487686,0.6666404962756687,0.675,0.5816324414411377
65,46.0,0.614038848154275,0.6339124606147063,0.6304347826086957,0.5650321196796753
66,35.0,0.6080871891851086,0.609135713126833,0.6571428571428571,0.5660842761616395
67,45.0,0.6600522061125064,0.7553760066199364,0.6666666666666666,0.6141623407671258
68,47.0,0.5921196801778429,0.5289079759481009,0.6382978723404256,0.6331734098647057
69,44.0,0.5997797589111155,0.6260459227760344,0.6136363636363636,0.5781809058075975
70,38.0,0.5868887160871937,0.5525446766339737,0.5789473684210527,0.5966367996031737
71,41.0,0.6361019043992527,0.6174787241398654,0.7560975609756098,0.5844974075453737
72,45.0,0.608033048472712,0.5292325167737185,0.7111111111111111,0.5774326398031063
73,32.0,0.6252272157028448,0.5923101535715146,0.71875,0.5799409720511869
74,31.0,0.6807229130296719,0.712475292532628,0.7741935483870968,0.5860544148115758
75,35.0,0.6176595964990911,0.5650810356786041,0.6857142857142857,0.5895599445678249
76,39.0,0.5920809831787363,0.649160772401095,0.5641025641025641,0.5957298112440587
77,37.0,0.6169632096032709,0.6039595282541892,0.6216216216216216,0.6239107083429448
78,37.0,0.6168274655796488,0.6488924978461091,0.6216216216216216,0.5900049896753164
79,41.0,0.6319678806017558,0.6377750913542374,0.7317073170731707,0.5551179065997368
80,39.0,0.6403506343252211,0.7516644606278609,0.6153846153846154,0.5532830846866359
81,17.0,0.7008823529411765,0.7647058823529411,0.7058823529411765,0.6058823529411765
82,18.0,0.6594444444444445,0.7222222222222222,0.6666666666666666,0.5444444444444444
83,18.0,0.7283333333333332,0.75,0.7777777777777778,0.6222222222222221
84,18.0,0.7163888888888889,0.6805555555555556,0.8333333333333334,0.6555555555555554
85,18.0,0.705,0.6666666666666666,0.8333333333333334,0.6
86,18.0,0.6444444444444445,0.6111111111111112,0.6666666666666666,0.5777777777777777
87,47.0,0.6595744680851059,0.5904255319148937,0.7446808510638298,0.5638297872340424
88,18.0,0.715,0.7777777777777778,0.7222222222222222,0.5777777777777778
89,28.0,0.7430357142857141,0.7589285714285714,0.9642857142857143,0.5285714285714286
90,20.0,0.7290000000000001,0.75,0.8,0.6199999999999999
91,17.0,0.6473529411764706,0.5294117647058824,0.8235294117647058,0.5705882352941177
92,18.0,0.7291666666666667,0.7638888888888888,0.8333333333333334,0.5666666666666667
93,19.0,0.7134210526315788,0.6842105263157895,0.8421052631578947,0.6052631578947367
94,18.0,0.7136111111111111,0.7638888888888888,0.8333333333333334,0.5444444444444445
95,18.0,0.7363888888888888,0.6805555555555556,0.9444444444444444,0.6111111111111112
96,21.0,0.725,0.7142857142857143,0.9047619047619048,0.5666666666666667
97,19.0,0.7168421052631578,0.6710526315789473,0.8947368421052632,0.5947368421052631
98,19.0,0.6992105263157893,0.5789473684210527,0.8947368421052632,0.6473684210526315
99,17.0,0.6138235294117647,0.4411764705882353,0.7058823529411765,0.6176470588235294
100,18.0,0.5669444444444444,0.4861111111111111,0.5555555555555556,0.5555555555555555
101,18.0,0.7697222222222222,0.8472222222222222,0.8888888888888888,0.6000000000000001
102,18.0,0.7274999999999998,0.6805555555555556,0.9444444444444444,0.5888888888888889
103,18.0,0.6911111111111111,0.7222222222222222,0.6666666666666666,0.6444444444444444
104,18.0,0.6552777777777777,0.6527777777777778,0.7222222222222222,0.5555555555555556
105,18.0,0.7541666666666667,0.875,0.8333333333333334,0.5333333333333333
106,18.0,0.7066666666666666,0.8055555555555556,0.6666666666666666,0.5666666666666668
107,18.0,0.7688888888888887,0.8888888888888888,0.8888888888888888,0.5333333333333334
108,18.0,0.7133333333333334,0.7777777777777778,0.7222222222222222,0.611111111111111
109,18.0,0.7136111111111111,0.7083333333333334,0.8888888888888888,0.5555555555555555
110,17.0,0.713235294117647,0.6764705882352942,0.8823529411764706,0.5705882352941176
111,18.0,0.6194444444444444,0.5555555555555556,0.6111111111111112,0.6
112,18.0,0.6927777777777777,0.75,0.7222222222222222,0.5888888888888888
113,18.0,0.6877777777777777,0.6388888888888888,0.7777777777777778,0.6333333333333333
